glossary@key,locale,value,key
invitation-status_expired,en-US,Expired,invitation-status_expired-en-US
invitation-status_canceled,en-US,Cancelled,invitation-status_canceled-en-US
user-invites,de-DE,Benutzereinladungen,user-invites-de-DE
all-user-invites,de-DE,Alle Benutzereinladungen anzeigen,all-user-invites-de-DE
invite-user,de-DE,Benutzer einladen,invite-user-de-DE
created-at,de-DE,Erstellt bei,created-at-de-DE
invitation-status,de-DE,Einladungsstatus,invitation-status-de-DE
invitation-status_pending,de-DE,Ausstehend,invitation-status_pending-de-DE
invitation-status_accepted,de-DE,Akzeptiert,invitation-status_accepted-de-DE
invitation-status_expired,de-DE,Abgelaufen,invitation-status_expired-de-DE
invitation-status_canceled,de-DE,Abgesagt,invitation-status_canceled-de-DE
upload-failure,en-US,Upload Failed,upload-failure-en-US
upload-failure,de-DE,Upload fehlgeschlagen,upload-failure-de-DE
upload-failure_upload-url-missing,en-US,Missing required upload URL for cloud upload,upload-failure_upload-url-missing-en-US
upload-failure_upload-url-missing,de-DE,Erforderliche Upload-URL für Cloud-Upload fehlt,upload-failure_upload-url-missing-de-DE
upload-failure_upload-url-expired,en-US,Signed URL expired already,upload-failure_upload-url-expired-en-US
upload-failure_upload-url-expired,de-DE,Signierte URL ist bereits abgelaufen,upload-failure_upload-url-expired-de-DE
upload-failure_missing-max-file-size,en-US,Missing required maxFileSize for cloud upload,upload-failure_missing-max-file-size-en-US
upload-failure_missing-max-file-size,de-DE,Erforderliche maxFileSize für Cloud-Upload fehlt,upload-failure_missing-max-file-size-de-DE
upload-failure_file-size-exceeds-max-file-size,en-US,File upload failed. Maximum files size is {{maxFileSize}}MB. Please try a smaller file.,upload-failure_file-size-exceeds-max-file-size-en-US
upload-failure_file-size-exceeds-max-file-size,de-DE,Datei-Upload fehlgeschlagen. Die maximale Dateigröße beträgt {{maxFileSize}}MB. Bitte versuchen Sie es mit einer kleineren Datei.,upload-failure_file-size-exceeds-max-file-size-de-DE
upload-failure_content-type-mismatch,en-US,The content type does not match,upload-failure_content-type-mismatch-en-US
upload-failure_content-type-mismatch,de-DE,Der Inhaltstyp stimmt nicht überein,upload-failure_content-type-mismatch-de-DE
file-association-not-found,en-US,FileAssociation with id {{id}} not found,file-association-not-found-en-US
file-association-not-found,de-DE,FileAssociation mit ID {{id}} nicht gefunden,file-association-not-found-de-DE
file-category-with-given-key-not-found,en-US,FileCategory with key {{fileCategory}} not found,file-category-with-given-key-not-found-en-US
file-category-with-given-key-not-found,de-DE,FileCategory mit Key {{filecategory}} nicht gefunden,file-category-with-given-key-not-found-de-DE
file-category-not-found,en-US,FileCategory with id {{id}} not found,file-category-not-found-en-US
file-category-not-found,de-DE,Dateikategorie mit ID {{id}} nicht gefunden,file-category-not-found-de-DE
file-category-content-type-not-found,en-US,FileCategoryContentType with id {{id}} not found,file-category-content-type-not-found-en-US
file-category-content-type-not-found,de-DE,FileCategoryContentType mit ID {{id}} nicht gefunden,file-category-content-type-not-found-de-DE
invalid-content-type-for-file-category,en-US,File type {{extension}} is not a valid file type for {{fileCategoryName}},invalid-content-type-for-file-category-en-US
invalid-content-type-for-file-category,de-DE,Dateityp {{extension}} ist kein gültiger Dateityp für {{fileCategoryName}},invalid-content-type-for-file-category-de-DE
files.delete,en-US,Delete,files.delete-en-US
files.delete,de-DE,Löschen,files.delete-de-DE
files.delete-file,en-US,Delete,files.delete-file-en-US
files.delete-file,de-DE,Löschen,files.delete-file-de-DE
files.delete-file-title,en-US,"Delete a file?",files.delete-file-title-en-US
files.delete-file-title,de-DE,"Eine Datei löschen?",files.delete-file-title-de-DE
file.make-file-public-title,en-US,Make file public,file.make-file-public-title-en-US
file.make-file-public-title,de-DE,Datei öffentlich machen,file.make-file-public-title-de-DE
file.make-file-public-message,en-US,"Are you sure you want to make public the following file: {{fileName}}",file.make-file-public-message-en-US
file.make-file-public-message,de-DE,"Möchten Sie die folgende Datei wirklich veröffentlichen: {{fileName}}",file.make-file-public-message-de-DE
file.make-file-private,en-US,Make private,file.make-file-private-en-US
file.make-file-private,de-DE,Privatisieren,file.make-file-private-de-DE
file.make-file-private-title,en-US,Make file private,file.make-file-private-title-en-US
file.make-file-private-title,de-DE,Datei privat machen,file.make-file-private-title-de-DE
file.make-file-private-message,en-US,Are you sure you want to make private the following file: {{fileName}},file.make-file-private-message-en-US
file.make-file-private-message,de-DE,Möchten Sie die folgende Datei wirklich privat machen: {{fileName}},file.make-file-private-message-de-DE
files.download-file,en-US,Download,files.download-file-en-US
files.download-file,de-DE,Download,files.download-file-de-DE
files.cancel,en-US,Cancel,files.cancel-en-US
files.cancel,de-DE,Abbrechen,files.cancel-de-DE
files.deleted_successfully,en-US,{{fileName}} is deleted successfully,files.deleted_successfully-en-US
files.deleted_successfully,de-DE,{{fileName}} wurde erfolgreich gelöscht,files.deleted-successfully-de-DE
files.deleted_successfully_bulk,en-US,Files deleted successfully,files.deleted_successfully_bulk-en-US
files.deleted_successfully_bulk,de-DE,Dateien erfolgreich gelöscht,files.deleted-successfully_bulk-de-DE
files.uploaded-successfully,en-US,{{count}} file uploaded successfully,files.uploaded-successfully-en-US
files.uploaded-successfully,de-DE,{{count}} Datei erfolgreich hochgeladen,files.uploaded-successfully-de-DE
files.uploaded-successfully_plural,en-US,{{count}} files uploaded successfully,files.uploaded-successfully_plural-en-US
files.uploaded-successfully_plural,de-DE,{{count}} Dateien erfolgreich hochgeladen,files.uploaded-successfully_plural-de-DE
files.confirm_deletion,en-US,Are you sure you want to delete the following file: {{fileName}},files.confirm_deletion-en-US
files.confirm_deletion,de-DE,Möchten Sie die folgende Datei wirklich löschen: {{fileName}},files.confirm_deletion-de-DE
files.confirm_bulk_deletion,en-US,Are you sure you want to delete {{length}} files?,files.confirm_bulk_deletion-en-US
files.confirm_bulk_deletion,de-DE,Möchten Sie wirklich {{length}} Dateien löschen?,files.confirm_bulk_deletion-de-DE
title_edit-user-invite,en-US,Edit User Invite {{firstName}} {{lastName}},title_edit-user-invite-en-US
title_edit-user-invite,de-DE,Benutzereinladung bearbeiten {{firstName}} {{lastName}},title_edit-user-invite-de-DE
invitation-resend,en-US,Resend invitation,invitation-resend-en-US
invitation-resend,de-DE,Einladung erneut versenden,invitation-resend-de-DE
invitation-cancel,en-US,Cancel invitation,invitation-cancel-en-US
invitation-cancel,de-DE,Einladung stornieren,invitation-cancel-de-DE
invitation-updated,en-US,Invitation updated successfully,invitation-updated-en-US
invitation-updated,de-DE,Einladung erfolgreich aktualisiert,invitation-updated-de-DE
invitation-updated_canceled,de-DE,Einladung erfolgreich abgebrochen,invitation-updated_canceled-de-DE
invitation-updated_canceled,en-US,Invitation successfully cancelled,invitation-updated_canceled-en-US
invitation-updated_pending,de-DE,Einladung erfolgreich versendet,invitation-updated_pending-de-DE
invitation-updated_pending,en-US,Invitation successfully sent,invitation-updated_pending-en-US
invitation-status-description,en-US,Invitation Date,invitation-status-description-en-US
invitation-status-description,de-DE,Einladungsdatum,invitation-status-description-de-DE
invitation-status-description_accepted,en-US,Invitation was accepted,invitation-status-description_accepted-en-US
invitation-status-description_accepted,de-DE,Einladung wurde angenommen,invitation-status-description_accepted-de-DE
invitation-status-description_canceled,en-US,Invitation was cancelled,invitation-status-description_canceled-en-US
invitation-status-description_canceled,de-DE,Einladung wurde storniert,invitation-status-description_canceled-de-DE
invitation-status-description_expired,en-US,Invitation expired,invitation-status-description_expired-en-US
invitation-status-description_expired,de-DE,Einladung abgelaufen,invitation-status-description_expired-de-DE
invitation-status-description_pending,en-US,"Invitation expires in 24hrs, user can accept invitiation until",invitation-status-description_pending-en-US
invitation-status-description_pending,de-DE,"Die Einladung läuft in 24 Stunden ab, Benutzer kann Einladung annehmen bis",invitation-status-description_pending-de-DE
user-invite-updated-successfully,en-US,User invite updated successfully,user-invite-updated-successfully-en-US
user-invite-updated-successfully,de-DE,Benutzereinladung erfolgreich aktualisiert,user-invite-updated-successfully-de-DE
user-group-not-found,en-US,UserGroup with id {{id}} not found,user-group-not-found-en-US
file.edit.validations.name.required,en-US,File name is required,file.edit.validations.name.required-en-US
file.edit.validations.name.required,de-DE,Bestandsnaam is vereist,file.edit.validations.name.required-de-DE
file.edit.validations.name.max-length-exceeded,en-US,File name cannot be more than {{characters}} characters long,file.edit.validations.name.max-length-exceeded-en-US
file.edit.validations.name.max-length-exceeded,de-DE,Der Dateiname darf nicht länger als {{characters}} zeichen lang sein,file.edit.validations.name.max-length-exceeded-de-DE
file.edit.validations.name.invalid-name,en-US,File name is not valid,file.edit.validations.name.invalid-name-en-US
file.edit.validations.name.invalid-name,de-DE,Dateiname ist ungültig,file.edit.validations.name.invalid-name-de-DE
title_edit-user-file,en-US,Edit File {{id}},title_edit-user-file-en-US
title_edit-user-file,de-DE,Bewerk bestand {{id}},title_edit-user-file-de-DE
file.edit.success,en-US,File updated successfully,file.edit.success-en-US
file.edit.success,de-DE,Bestand succesvol bijgewerkt,file.edit.success-de-DE
file.edit.failure,en-US,File name update failed,file.edit.failure-en-US
file.edit.failure,de-DE,Bijwerken bestandsnaam mislukt,file.edit.failure-de-DE
file.edit.title,en-US,Editing file,file.edit.title-en-US
file.edit.title,de-DE,Datei bearbeiten,file.edit.title-de-DE
file.edit.saveButton,en-US,SAVE FILE NAME,file.edit.saveButton-en-US
file.edit.saveButton,de-DE,BESTANDSNAAM OPSLAAN,file.edit.saveButton-de-DE
file.edit.name-field-label,en-US,File name,file.edit.name-field-label-en-US
file.edit.name-field-label,de-DE,Bestandsnaam,file.edit.name-field-label-de-DE
file.file-type,en-US,File Type,file.file-type-en-US
file.file-type,de-DE,Dateityp,file.file-type-de-DE
file.extension,en-US,Extension,file.extension-en-US
file.extension,de-DE,Verlängerung,file.extension-de-DE
file.edit-subtitle,en-US,Provide below requested information,file.edit-subtitle-en-US
file.edit-subtitle,de-DE,Geben Sie die unten angeforderten Informationen an,file.edit-subtitle-de-DE
file.private,en-US,Private,file.private-en-US
file.private,de-DE,Private,file.private-de-DE
file.copy-link,en-US,Copy link,file.copy-link-en-US
file.copy-link,de-DE,Link kopieren,file.copy-link-de-DE
file.file-is-public,en-US,This file is public,file.file-is-public-en-US
file.file-is-public,de-DE,Diese Datei ist öffentlich,file.file-is-public-de-DE
file.publicly-share-file-title,en-US,Share your file URL publicly,file.publicly-share-file-title-en-US
file.publicly-share-file-title,de-DE,Teilen Sie Ihre Datei-URL öffentlich,file.publicly-share-file-title-de-DE
file.publicly-share-file-done,en-US,Done,file.publicly-share-file-done-en-US
file.publicly-share-file-done,de-DE,Fertig,file.publicly-share-file-done-de-DE
file.made-public-successfully,en-US,{{fileName}} is public now. URL is copied to your clipboard,file.made-public-successfully-en-US
file.made-public-successfully,de-DE,{{fileName}} ist jetzt öffentlich. Die URL wird in Ihre Zwischenablage kopiert,file.made-public-successfully-de-DE
file.copy-url-link,en-US,File url has been copied to clipboard,file.copy-url-link-en-US
file.copy-url-link,de-DE,Die Datei-URL wurde in die Zwischenablage kopiert,file.copy-url-link-de-DE
file.made-private-successfully,en-US,{{fileName}} is made private,file.made-private-successfully-en-US
file.made-private-successfully,de-DE,{{fileName}} wird privat gemacht,file.made-private-successfully-de-DE
file.make-file-public,en-US,Make public,file.make-file-public-en-US
file.make-file-public,de-DE,Veröffentlichen,file.make-file-public-de-DE
file.copy-file-public-link,en-US,Copy URL,file.copy-file-public-link-en-US
file.copy-file-public-link,de-DE,URL kopieren,file.copy-file-public-link-de-DE
user.change-status_activate,en-US,Activate User,user.change-status_activate-en-US
user.change-status_activate,de-DE,Benutzer aktivieren,user.change-status_activate-de-DE
user.change-status_deactivate,en-US,Deactivate User,user.change-status_deactivate-en-US
user.change-status_deactivate,de-DE,Benutzer deaktivieren,user.change-status_deactivate-de-DE
user.change-status-message_activate,en-US,"Are you sure you want to activate user?",user.change-status-message_activate-en-US
user.change-status-message_activate,de-DE,"Sind Sie sicher, dass Sie den Benutzer aktivieren möchten?",user.change-status-message_activate-de-DE
user.change-status-message_deactivate,en-US,"Are you sure you want to deactivate user?",user.change-status-message_deactivate-en-US
user.change-status-message_deactivate,de-DE,"Sind Sie sicher, dass Sie den Benutzer deaktivieren möchten?",user.change-status-message_deactivate-de-DE
user.status-change-modal.confirm,en-US,Confirm,user.status-change-modal.confirm-en-US
user.status-change-modal.confirm,de-DE,Bestätigen Sie,user.status-change-modal.confirm-de-DE
user.status-change-modal.cancel,en-US,Cancel,user.status-change-modal.cancel-en-US
user.status-change-modal.cancel,de-DE,Abbrechen,user.status-change-modal.cancel-de-DE
user.deactivated-time-message,en-US,User was deactivated,user.deactivated-time-message-en-US
user.deactivated-time-message,de-DE,Benutzer wurde deaktiviert,user.deactivated-time-message-de-DE
user.deactivated-name-message,en-US,"Deactivated users can’t log in, in the project they will appear as",user.deactivated-name-message-en-US
user.deactivated-name-message,de-DE,"Deaktivierte Benutzer können sich nicht anmelden, im Projekt werden sie als angezeigt",user.deactivated-name-message-de-DE
user.deactivated,en-US,deactivated,user.deactivated-en-US
user.deactivated,de-DE,deaktiviert,user.deactivated-de-DE
user-active-status-updated-successfully,en-US,User status successfully changed,user-active-status-updated-successfully-en-US
user-active-status-updated-successfully,de-DE,Benutzerstatus erfolgreich geändert,user-active-status-updated-successfully-de-DE
file.public,en-US,Public,file.public-en-US
file.public,de-DE,Öffentliche,file.public-de-DE
message-center.new-conversation.cancelBtnTitle,en-US,Cancel,message-center.new-conversation.cancelBtnTitle-en-US
message-center.new-conversation.cancelBtnTitle,de-DE,Abbrechen,message-center.new-conversation.cancelBtnTitle-de-DE
change-password-success,en-US,Password Changed Successfully,change-password-success-en-US
change-password-success,de-DE,Das Passwort wurde erfolgreich geändert,change-password-success-de-DE
cancel,en-US,Cancel,cancel-en-US
cancel,de-DE,Abbrechen,cancel-de-DE
message.deleted,en-US,This message was removed by sender,message.deleted-en-US
message.deleted,de-DE,Diese Nachricht wurde vom Absender entfernt,message.deleted-de-DE
message.edited,en-US,This message was edited,message.edited-en-US
message.edited,de-DE,Diese Nachricht wurde bearbeitet,message.edited-de-DE
message-center.new-conversation.groupChat,en-US,Group chat,message-center.new-conversation.groupChat-en-US
message-center.new-conversation.groupChat,de-DE,Gruppenchat,message-center.new-conversation.groupChat-de-DE
message-center.new-conversation.chat,en-US,Chat,message-center.new-conversation.chat-en-US
message-center.new-conversation.chat,de-DE,Plaudern,message-center.new-conversation.chat-de-DE
select-one-warning,en-US,You can’t remove all users from the conversation. Please select at least 1 user.,select-one-warning-en-US
select-one-warning,de-DE,Sie können nicht alle Benutzer aus der Konversation entfernen. Bitte wählen Sie mindestens 1 Benutzer aus.,select-one-warning-de-DE
generic-network-offline,en-US,Please check your internet connection first,generic-network-offline-en-US
generic-network-offline,de-DE,Bitte überprüfen Sie zuerst Ihre Internetverbindung,generic-network-offline-de-DE
user-authorization.title,en-US,User Authorization,user-authorization.title-en-US
user-authorization.title,de-DE,Benutzerberechtigung,user-authorization.title-de-DE
user-authorization.summary,en-US,Fast and secure user authorization and authentication for your application.,user-authorization.summary-en-US
user-authorization.summary,de-DE,Schnelle und sichere Benutzerautorisierung und -authentifizierung für Ihre Anwendung.,user-authorization.summary-de-DE
user-authorization.sub-feature_one.description,en-US,"Registration, including double-opt-in and password reset.",user-authorization.sub-feature_one.description-en-US
user-authorization.sub-feature_one.description,de-DE,"Registrierung, einschließlich Double-Opt-In und Passwort-Reset.",user-authorization.sub-feature_one.description-de-DE
user-authorization.sub-feature_two.description,en-US,"Registration with Single-sign-on (SSO) via Google, LinkedIn or Apple.",user-authorization.sub-feature_two.description-en-US
user-authorization.sub-feature_two.description,de-DE,"Registrierung mit Single-Sign-On (SSO) über Google, LinkedIn oder Apple.",user-authorization.sub-feature_two.description-de-DE
user-authorization.sub-feature_three.description,en-US,User login and logout with or without Single-sign-on (SSO).,user-authorization.sub-feature_three.description-en-US
user-authorization.sub-feature_three.description,de-DE,Benutzeranmeldung und -abmeldung mit oder ohne Single-Sign-On (SSO).,user-authorization.sub-feature_three.description-de-DE
user-management.title,en-US,User Management,user-management.title-en-US
user-management.title,de-DE,Benutzerverwaltung,user-management.title-de-DE
user-management.summary,en-US,Manage your users and let them manage their profiles and settings complying with GDPR rules.,user-management.summary-en-US
user-management.summary,de-DE,Verwalten Sie Ihre Benutzer und lassen Sie sie ihre Profile und Einstellungen gemäß den DSGVO-Regeln verwalten.,user-management.summary-de-DE
user-management.sub-feature_one.description,en-US,Invite and deactivate users.,user-management.sub-feature_one.description-en-US
user-management.sub-feature_one.description,de-DE,Benutzer einladen und deaktivieren.,user-management.sub-feature_one.description-de-DE
user-management.sub-feature_two.description,en-US,"Explore user profile management, including Avatar upload and & Set New Password feature.",user-management.sub-feature_two.description-en-US
user-management.sub-feature_two.description,de-DE,"Erkunden Sie die Benutzerprofilverwaltung, einschließlich Avatar-Upload und der Funktion & Neues Passwort festlegen.",user-management.sub-feature_two.description-de-DE
user-management.sub-feature_three.description,en-US,Upload Avatar,user-management.sub-feature_three.description-en-US
user-management.sub-feature_three.description,de-DE,Avatar hochladen,user-management.sub-feature_three.description-de-DE
user-management.sub-feature_four.description,en-US,Set new password,user-management.sub-feature_four.description-en-US
user-management.sub-feature_four.description,de-DE,Neues Passwort festlegen,user-management.sub-feature_four.description-de-DE
localization.title,en-US,Localization,localization.title-en-US
localization.title,de-DE,Lokalisierung,localization.title-de-DE
localization.summary,en-US,Offer your users 1 or more languages in your application.,localization.summary-en-US
localization.summary,de-DE,Bieten Sie Ihren Benutzern eine oder mehrere Sprachen in Ihrer Anwendung an.,localization.summary-de-DE
localization.sub-feature_one.description,en-US,"We support full translation of whole page content including errors with single click of the button. Click on the language switch between 🇺🇸 and 🇩🇪 in User Settings page.",localization.sub-feature_one.description-en-US
localization.sub-feature_one.description,de-DE,"Wir unterstützen die vollständige Übersetzung ganzer Seiteninhalte einschließlich Fehlern mit einem einzigen Klick auf die Schaltfläche. Klicken Sie auf der Seite Benutzereinstellungen auf den Sprachumschalter zwischen 🇺🇸 und 🇩🇪.",localization.sub-feature_one.description-de-DE
localization.sub-feature_two.description,en-US,Date and time formats are also changing according to the selected locale.,localization.sub-feature_two.description-en-US
localization.sub-feature_two.description,de-DE,Datums- und Uhrzeitformate ändern sich ebenfalls entsprechend dem ausgewählten Gebietsschema.,localization.sub-feature_two.description-de-DE
notifications.title,en-US,Notifications,notifications.title-en-US
notifications.title,de-DE,Benachrichtigungen,notifications.title-de-DE
notifications.summary,en-US,Your users receive important notifications in-app or via email.,notifications.summary-en-US
notifications.summary,de-DE,Ihre Benutzer erhalten wichtige Benachrichtigungen in der App oder per E-Mail.,notifications.summary-de-DE
notifications.sub-feature_one.description,en-US,"Explore in-app notifications about new files or registered users by clicking on bell 🔔 in the header.",notifications.sub-feature_one.description-en-US
notifications.sub-feature_one.description,de-DE,"Erkunden Sie In-App-Benachrichtigungen über neue Dateien oder registrierte Benutzer, indem Sie auf die Glocke 🔔 in der Kopfzeile klicken.",notifications.sub-feature_one.description-de-DE
notifications.sub-feature_two.description,en-US,"Explore email notifications about files or user activity by getting an email sent from the ROQ application.",notifications.sub-feature_two.description-en-US
notifications.sub-feature_two.description,de-DE,"Untersuchen Sie E-Mail-Benachrichtigungen zu Dateien oder Benutzeraktivitäten, indem Sie eine E-Mail von der ROQ-Anwendung erhalten.",notifications.sub-feature_two.description-de-DE
notifications.sub-feature_three.description,en-US,"Fine-tune your notification preferences. Users can control which notifications they want to receive and via which channel (in-app or email) in the User Settings.",notifications.sub-feature_three.description-en-US
notifications.sub-feature_three.description,de-DE,"Passen Sie Ihre Benachrichtigungseinstellungen an. Benutzer können in den Benutzereinstellungen steuern, welche Benachrichtigungen sie erhalten möchten und über welchen Kanal (In-App oder E-Mail).",notifications.sub-feature_three.description-de-DE
file-management.title,en-US,File Management,file-management.title-en-US
file-management.title,de-DE,Dokumentenverwaltung,file-management.title-de-DE
file-management.summary,en-US,"Upload, download, delete any kind of file in your application including pdf, jpeg, txt.",file-management.summary-en-US
file-management.summary,de-DE,"Laden Sie jede Art von Datei in Ihre Anwendung hoch, laden Sie sie herunter und löschen Sie sie, einschließlich PDF, JPEG, TXT.",file-management.summary-de-DE
file-management.sub-feature_one.description,en-US,"Upload, download or delete single or multiple files via ROQ One. You might want to define allowed file types and upload size limits.",file-management.sub-feature_one.description-en-US
file-management.sub-feature_one.description,de-DE,"Hochladen, Herunterladen oder Löschen einzelner oder mehrerer Dateien über ROQ One. Möglicherweise möchten Sie zulässige Dateitypen und Größenbeschränkungen für den Upload definieren.",file-management.sub-feature_one.description-de-DE
file-management.sub-feature_two.description,en-US,"Edit your file names, keep your files private or make them public.",file-management.sub-feature_two.description-en-US
file-management.sub-feature_two.description,de-DE,"Bearbeiten Sie Ihre Dateinamen, halten Sie Ihre Dateien privat oder machen Sie sie öffentlich.",file-management.sub-feature_two.description-de-DE
file-management.sub-feature_three.description,en-US,"You files are safe and secure. We are using Google Cloud Storage to make it work!",file-management.sub-feature_three.description-en-US
file-management.sub-feature_three.description,de-DE,"Ihre Dateien sind sicher und geschützt. Wir verwenden Google Cloud Storage, damit es funktioniert!",file-management.sub-feature_three.description-de-DE
chat.title,en-US,Chat,chat.title-en-US
chat.title,de-DE,Plaudern,chat.title-de-DE
chat.summary,en-US,Start a conversation with a ROQ One user or a group.,chat.summary-en-US
chat.summary,de-DE,Beginnen Sie ein Gespräch mit einem ROQ One-Benutzer oder einer Gruppe.,chat.summary-de-DE
chat.sub-feature_one.description,en-US,Start a 1:1 conversation with any user of your ROQ One application.,chat.sub-feature_one.description-en-US
chat.sub-feature_one.description,de-DE,Beginnen Sie ein 1:1-Gespräch mit einem beliebigen Benutzer Ihrer ROQ One-Anwendung.,chat.sub-feature_one.description-de-DE
chat.sub-feature_two.description,en-US,Start group conversation.,chat.sub-feature_two.description-en-US
chat.sub-feature_two.description,de-DE,Gruppengespräch beginnen.,chat.sub-feature_two.description-de-DE
chat.sub-feature_three.description,en-US,"Manage group conversations by renaming, archiving, adding, or removing users",chat.sub-feature_three.description-en-US
chat.sub-feature_three.description,de-DE,"Verwalten Sie Gruppenkonversationen, indem Sie Benutzer umbenennen, archivieren, hinzufügen oder entfernen",chat.sub-feature_three.description-de-DE
chat.sub-feature_four.description,en-US,Message Center,chat.sub-feature_four.description-en-US
chat.sub-feature_four.description,de-DE,Nachrichtenzentrum,chat.sub-feature_four.description-de-DE
mail.title,en-US,Mail,mail.title-en-US
mail.title,de-DE,Post,mail.title-de-DE
mail.summary,en-US,Customers need to use their own SendGrid account.,mail.summary-en-US
mail.summary,de-DE,Kunden müssen ihr eigenes SendGrid-Konto verwenden.,mail.summary-de-DE
mail.sub-feature_one.description,en-US,"User-related emails (registration, password reset, notification, uploaded files) are sent via 3rd party provider SendGrid.",mail.sub-feature_one.description-en-US
mail.sub-feature_one.description,de-DE,"Benutzerbezogene E-Mails (Registrierung, Passwortrücksetzung, Benachrichtigung, hochgeladene Dateien) werden über den Drittanbieter SendGrid versendet.",mail.sub-feature_one.description-de-DE
mail.sub-feature_two.description,en-US,Customers need to use their own SendGrid account.,mail.sub-feature_two.description-en-US
mail.sub-feature_two.description,de-DE,Kunden müssen ihr eigenes SendGrid-Konto verwenden.,mail.sub-feature_two.description-de-DE
user-interface.title,en-US,User Interface,user-interface.title-en-US
user-interface.title,de-DE,Benutzeroberfläche,user-interface.title-de-DE
user-interface.summary,en-US,Modern and fast UI based on world’s most used UI Library - Material UI.,user-interface.summary-en-US
user-interface.summary,de-DE,Moderne und schnelle Benutzeroberfläche basierend auf der weltweit am häufigsten verwendeten UI-Bibliothek - Material UI.,user-interface.summary-de-DE
user-interface.sub-feature_one.description,en-US,"Fully customize look and feel of your application according to your brand identity. You can start with fonts, colors and different MUI components.",user-interface.sub-feature_one.description-en-US
user-interface.sub-feature_one.description,de-DE,"Passen Sie das Erscheinungsbild Ihrer Anwendung vollständig an Ihre Markenidentität an. Sie können mit Schriftarten, Farben und verschiedenen MUI-Komponenten beginnen.",user-interface.sub-feature_one.description-de-DE
user-interface.sub-feature_two.description,en-US,Explore MUI Documentation,user-interface.sub-feature_two.description-en-US
user-interface.sub-feature_two.description,de-DE,Erkunden Sie die MUI-Dokumentation,user-interface.sub-feature_two.description-de-DE
dashboard.welcome-user-text,en-US,"Hi {{fullName}}, welcome to ROQ one!",dashboard.welcome-user-text-en-US
dashboard.welcome-user-text,de-DE,"Hallo {{fullName}}, willkommen bei ROQ one!",dashboard.welcome-user-text-de-DE
title_example,en-US,Example,title_example-en-US
title_example,de-DE,Beispiel,title_example-de-DE
author.title-plural,en-US,Authors,author.title-plural-en-US
author.id,en-US,Author ID,author.id-en-US
author.name,en-US,Name,author.name-en-US
author.surname,en-US,Surname,author.surname-en-US
author.age,en-US,Age,author.age-en-US
author.birthDate,en-US,Birth Date,author.birthDate-en-US
author.email,en-US,Email,author.email-en-US
author.address,en-US,Address,author.address-en-US
author.gender,en-US,Gender,author.gender-en-US
author.actions,en-US,Actions,author.actions-en-US
author.add,en-US,Add Author,author.add-en-US
author.title-plural,de-DE,Autoren,author.title-plural-de-DE
author.id,de-DE,Autor-ID,author.id-de-DE
author.name,de-DE,Name,author.name-de-DE
author.surname,de-DE,Familien-oder Nachname,author.surname-de-DE
author.age,de-DE,Alter,author.age-de-DE
author.birthDate,de-DE,Geburtsdatum,author.birthDate-de-DE
author.email,de-DE,Email,author.email-de-DE
author.address,de-DE,Die Anschrift,author.address-de-DE
author.gender,de-DE,Geschlecht,author.gender-de-DE
author.actions,de-DE,Aktionen,author.actions-de-DE
author.add,de-DE,Autor hinzufügen,author.add-de-DE
book.title-plural,en-US,Books,book.title-plural-en-US
book.id,en-US,Book Id,book.id-en-US
book.title,en-US,Title,book.title-en-US
book.description,en-US,Description,book.description-en-US
book.price,en-US,Price ($),book.price-en-US
book.author,en-US,Author,book.author-en-US
book.publishingDate,en-US,Publishing Date,book.publishingDate-en-US
book.published,en-US,Published?,book.published-en-US
book.outOfStock,en-US,Out of Stock?,book.outOfStock-en-US
book.actions,en-US,Actions,book.actions-en-US
book.add,en-US,Add Book,book.add-en-US
book.title-plural,de-DE,Bücher,book.title-plural-de-DE
book.id,de-DE,Buch-ID,book.id-de-DE
book.title,de-DE,Titel,book.title-de-DE
book.description,de-DE,Beschreibung,book.description-de-DE
book.price,de-DE,Preis ($),book.price-de-DE
book.author,de-DE,Autor,book.author-de-DE
book.publishingDate,de-DE,Veröffentlichungsdatum,book.publishingDate-de-DE
book.published,de-DE,Veröffentlicht?,book.published-de-DE
book.outOfStock,de-DE,Ausverkauft?,book.outOfStock-de-DE
book.actions,de-DE,Aktionen,book.actions-de-DE
book.add,de-DE,Buch hinzufügen,book.add-de-DE
author-create.errors.name,en-US,Name is required,author-create.errors.name-en-US
author-create.errors.age,en-US,Age can not be less than 0,author-create.errors.age-en-US
author-create.errors.email,en-US,Invalid Email Address,author-create.errors.email-en-US
author-create.errors.zipCode,en-US,ZipCode must be of 5 digits,author-create.errors.zipCode-en-US
author-create.errors.birthDate,en-US,Invalid Date,author-create.errors.birthDate-en-US
author-create.errors.maxChar,en-US,Maximum 50 characters allowed,author-create.errors.maxChar-en-US
author-create.gender.male,en-US,Male,author-create.gender.male-en-US
author-create.gender.female,en-US,Female,author-create.gender.female-en-US
author-create.gender.other,en-US,Others,author-create.gender.other-en-US
author-create.gender.label,en-US,Gender,author-create.gender.label-en-US
author-create.title,en-US,Create Author,author-create.title-en-US
author-create.update-title,en-US,Update Author,author-create.update-title-en-US
author-create.created-successfully-alert,en-US,Author has been created successfully,author-create.created-successfully-alert-en-US
author-create.updated-successfully-alert,en-US,Author has been updated successfully,author-create.updated-successfully-alert-en-US
author-create.name,en-US,Name,author-create.name-en-US
author-create.surname,en-US,Surname,author-create.surname-en-US
